Staffed_Beds,Total_Discharges,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_ethnicity_non_hispanic,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_other,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_total
30.0,1994.0,75.27272727272727,4911.0,13461.0,17360.0,62.0,164.0,196.0,22.249999999642856,14.807692307692308,9.61111111111111,17761,26,44.2,1470.0,43475.0,457.0,2798,42604,465,1672,0,1041,77,929,41218,22461,22941,1181,544,701,330,2516,1951,1861,1670,2255,5266,20383,2708,3353,4128,7260,3698,8801,45402
0.0,0.0,62.785714285714285,2598.0,7467.0,9815.0,31.0,106.0,138.0,22.64642857142857,15.63076923076923,8.848148148148148,12605,3,50.4,1179.0,33401.0,592.0,2543,32629,329,522,0,459,224,892,32746,18249,16923,1327,447,343,610,1666,1293,1476,1907,1475,5518,14994,1214,3512,3671,5691,1596,5532,35172
0.0,0.0,61.11764705882353,1387.0,5036.0,6307.0,40.0,79.0,90.0,21.71071428535714,14.115384615384617,8.385185185185184,8221,0,44.6,243.0,21202.0,163.0,533,21075,107,320,0,520,72,93,20496,10989,10619,518,382,452,270,828,825,525,817,985,2771,9918,718,2024,3151,3604,1045,2986,21608
43.0,704.0,88.72727272727273,2097.0,6040.0,7620.0,37.0,89.0,100.0,22.285714285714285,20.46923076923077,9.429629629629629,8707,74,46.4,486.0,22021.0,137.0,942,21702,145,9523,0,705,67,72,12132,12105,10539,252,215,225,187,1134,910,833,1020,1158,3688,10569,1651,2415,1644,3968,1280,4326,22644
2840.0,134829.0,44.85644371941272,98496.0,275930.0,368329.0,887.0,1550.0,1892.0,21.571428571142857,9.053846153846154,5.396153846153847,469380,1571,35.2,108091.0,922077.0,65002.0,146710,948460,66376,346514,426,43607,3818,66116,568313,568717,526453,40712,26193,30947,44121,38291,34661,34295,40629,54393,77708,613815,50851,34306,295122,94038,55472,171339,1095170
0.0,0.0,65.9090909090909,1265.0,3263.0,4779.0,16.0,34.0,43.0,22.785714285714285,16.584615384615383,10.3,5883,111,47.2,461.0,14361.0,137.0,848,14111,28,21,0,409,77,102,14322,7506,7453,400,376,123,119,672,676,611,781,721,1923,6839,463,1378,1885,2164,658,2710,14959
0.0,0.0,77.61904761904762,3114.0,7239.0,9045.0,89.0,126.0,148.0,22.285714285714285,17.815384615384616,9.792592592592593,10257,45,43.9,1933.0,24740.0,550.0,4201,23022,419,4729,0,575,129,805,20566,13709,13514,449,315,191,279,1006,1242,1022,1234,1231,3296,11080,1906,2566,2045,4662,2503,4260,27223
449.0,20522.0,51.56944444444444,8128.0,24031.0,31722.0,182.0,315.0,381.0,22.06785714289285,9.6,5.75,38033,48,44.1,2569.0,94316.0,2378.0,6848,92415,1358,10994,236,3489,782,2209,80195,51477,47786,4000,2384,2088,3024,3667,3016,2940,4054,6186,9216,46237,3907,5380,18648,10022,3259,16096,99263
345.0,11701.0,74.49295774647888,9943.0,26849.0,32682.0,172.0,292.0,372.0,21.789285714285715,14.223076923076924,10.05185185185185,38203,41,41.7,2785.0,89962.0,1540.0,6692,87595,858,38174,27,2216,583,3973,48456,49169,45118,2485,1818,1586,1392,3986,3814,3200,4371,3815,10904,45401,6718,6999,10350,16747,5625,15420,94287
986.0,38615.0,46.49664429530201,16600.0,49438.0,64577.0,154.0,379.0,467.0,21.72500000035714,9.06153846153846,5.211538461538462,97218,297,39.0,5464.0,220230.0,5754.0,13197,218251,3145,30436,205,6418,544,4019,186681,121230,110218,8141,5186,5494,6968,8550,8852,7840,9522,11433,26012,121453,9519,8838,51724,21881,6903,37619,231448
0.0,0.0,84.28571428571429,1739.0,4304.0,5934.0,33.0,82.0,97.0,22.63928571407143,24.76923076923077,9.766666666666666,6507,0,49.9,189.0,19372.0,111.0,467,19205,63,10903,0,602,100,264,7740,10076,9596,536,199,68,218,1160,904,614,816,702,3207,7941,1223,3201,1620,3997,1248,3021,19672
162.0,6496.0,65.98019801980197,14912.0,51659.0,65255.0,137.0,367.0,431.0,21.78571428542857,12.238461538461538,8.703703703703704,86542,204,26.5,2484.0,190879.0,5014.0,25483,172894,3958,28312,370,15012,1082,2853,146790,88326,110051,5021,3017,2101,1257,8026,7126,6283,6990,9601,16709,109420,11093,5081,21753,24726,5376,36434,198377
932.0,32016.0,31.07627118644068,7847.0,25673.0,39406.0,96.0,123.0,158.0,21.721428570857142,8.046153846153846,4.073076923076924,50533,206,35.1,9572.0,127775.0,9007.0,12373,133981,11564,16364,1,5234,725,2358,110108,76685,69669,4562,3300,4345,8062,4134,3903,3965,4516,6273,10162,75710,3907,3345,44185,7978,4386,14133,146354
0.0,0.0,65.05882352941177,980.0,2586.0,3471.0,10.0,27.0,37.0,22.21428571392857,16.346153846153847,8.544444444444444,4044,0,54.0,215.0,12338.0,120.0,511,12162,73,2355,2,418,29,125,9671,6235,6438,434,269,201,175,424,475,416,527,647,1938,4757,608,1105,1014,1914,668,2598,12673
98.0,4562.0,67.83333333333333,3113.0,8330.0,10706.0,78.0,111.0,135.0,22.21428571464286,15.423076923076923,8.937037037037037,16000,32,39.6,495.0,38598.0,682.0,2302,37473,466,14334,0,1709,66,270,22930,20341,19434,1074,931,825,359,1313,1177,1206,1627,2047,4226,18879,2751,2223,4799,6512,1903,7270,39775
0.0,0.0,59.333333333333336,4824.0,15204.0,18749.0,60.0,118.0,154.0,21.72142857142857,9.938461538461535,5.915384615384616,24793,51,42.7,1421.0,59833.0,637.0,4521,57370,321,8791,74,1631,173,3006,47895,30885,31006,2005,1448,1142,1217,1926,1611,2136,2271,3332,5724,29914,4114,3462,9878,8681,3340,10646,61891
0.0,0.0,61.15384615384615,931.0,2737.0,3569.0,9.0,18.0,26.0,22.428571428571427,17.96153846153846,9.333333333333334,4980,18,50.2,97.0,13199.0,217.0,369,13144,63,3203,0,137,27,121,9962,6992,6521,572,282,143,157,435,685,544,432,929,1707,5649,758,1043,1193,2013,623,2595,13513
98.0,550.0,72.23076923076923,3071.0,9172.0,12184.0,64.0,104.0,120.0,21.714285714285715,15.453846153846154,9.72222222222222,16919,0,43.6,817.0,38311.0,433.0,1756,37805,150,10075,27,1627,243,914,26525,20515,19046,1555,749,735,522,1657,1227,1125,1861,2413,4309,20425,2507,2803,3336,6986,1896,8297,39561
1140.0,41818.0,72.14876033057851,17767.0,52196.0,67103.0,84.0,152.0,287.0,21.78214285714285,16.346153846153847,8.61111111111111,74929,23,32.7,5363.0,171369.0,3229.0,11526,168435,3227,62752,112,5284,635,6833,101118,95315,84646,5685,3163,2816,2580,8228,6421,5732,6832,8197,21029,92087,11192,8669,29185,19956,7622,29618,179961
0.0,0.0,50.16666666666666,1366.0,3822.0,5049.0,27.0,53.0,72.0,22.500000000035715,13.684615384615386,8.655555555555555,7862,0,53.7,481.0,19758.0,443.0,1230,19452,153,996,4,385,75,301,18768,10949,9733,692,420,408,371,1075,1081,811,1046,980,2368,9444,795,1457,2782,2685,777,3445,20682
145.0,6169.0,75.66666666666667,13615.0,35273.0,44680.0,206.0,397.0,513.0,21.71428571464286,13.007692307692308,9.02962962962963,60440,93,41.8,6348.0,135111.0,2001.0,16739,126721,1763,8855,95,4463,440,7214,120630,72630,70830,3925,2424,1994,1006,6439,6189,5587,5686,7097,16443,69171,10210,9637,11858,25257,11631,25544,143460
141.0,3427.0,88.26190476190476,4263.0,12522.0,16470.0,91.0,185.0,212.0,22.214285714285715,26.015384615384612,10.685185185185183,17740,92,40.8,767.0,43219.0,773.0,2973,41786,458,14269,52,1141,1155,619,27065,22868,21891,1148,660,283,224,1829,1637,1205,1907,1860,7448,20662,4763,4023,4068,7088,3109,8380,44759
294.0,11438.0,92.28865979381445,15387.0,40291.0,52256.0,214.0,520.0,598.0,22.075,23.884615384615383,10.12962962962963,45493,358,36.7,3996.0,126114.0,1546.0,11688,119968,769,31370,33,2844,52907,7835,35898,68172,63484,2505,1117,991,671,4924,3915,3292,3874,4526,20066,52267,16125,15793,9085,21790,13198,21177,131656
381.0,5897.0,80.15714285714286,6922.0,21806.0,27690.0,61.0,264.0,329.0,21.714285714285715,17.3,9.5,36627,62,45.0,2112.0,87713.0,1226.0,5630,85421,639,16580,16,2907,473,2282,68154,47333,43718,2935,1297,1164,646,4443,3998,3114,4109,4414,12412,42454,6238,9015,7264,15532,6864,17598,91051
219.0,8377.0,70.48387096774194,15132.0,40913.0,51689.0,291.0,563.0,636.0,21.753571427857143,15.53076923076923,9.596296296296297,57228,194,40.3,4974.0,134445.0,1559.0,12736,128242,1431,22737,16,4483,802,4079,107430,71305,69673,3913,2146,2336,1892,6119,4795,4970,5597,6973,15396,67952,9070,7793,14896,22497,9250,26132,140978
133.0,2118.0,75.75438596491227,6810.0,17346.0,21683.0,200.0,394.0,433.0,22.071428571428573,17.46923076923077,10.614814814814816,24447,329,45.2,1010.0,64814.0,917.0,3047,63694,345,6138,19,1879,251,975,57134,34400,32341,1534,645,504,939,2537,3462,2078,3026,2853,9947,28891,4420,5964,6537,10423,4884,11977,66741
67.0,2476.0,85.38775510204081,6990.0,18619.0,23581.0,93.0,165.0,211.0,22.22142857142857,19.46153846153846,8.374074074074075,24726,181,40.3,4773.0,57201.0,1310.0,12665,50619,370,16115,0,2110,1318,4932,38439,32156,31128,1723,696,642,530,2900,2428,2034,2286,2277,7646,28800,6314,5841,4721,9989,5755,10676,63284
104.0,6537.0,90.8,3520.0,9903.0,12892.0,79.0,126.0,148.0,22.214285714285715,22.946153846153848,12.54814814814815,11330,22,39.1,516.0,34099.0,306.0,1126,33795,269,13542,9,1095,4217,720,15069,17649,17272,595,424,264,187,1375,1211,913,1082,1297,5603,14043,4537,3913,2831,5959,2775,5851,34921
109.0,3829.0,70.13333333333334,6964.0,19346.0,24087.0,111.0,250.0,291.0,22.067857142857143,14.123076923076924,9.41851851851852,26316,87,42.0,1164.0,59891.0,995.0,2706,59344,1058,7206,24,1311,317,497,51637,31036,31014,2014,1128,923,728,2791,2128,2031,2792,3373,5941,30263,3893,3436,5836,9488,3895,12590,62050
0.0,0.0,70.90625,3702.0,11109.0,15641.0,74.0,170.0,205.0,21.714285715,12.176923076923078,8.781481481481482,19837,0,46.6,665.0,44581.0,442.0,1485,44203,175,1810,0,623,235,446,42399,23542,22146,1361,578,443,331,2351,1938,2138,1967,3455,5046,22158,2653,4121,3625,9186,3343,8148,45688
214.0,6830.0,76.9047619047619,7461.0,20908.0,28679.0,140.0,328.0,421.0,22.075000000357143,14.538461538461538,9.144444444444444,29525,117,44.0,2627.0,67668.0,1609.0,7822,64082,464,2703,125,1658,239,2520,64195,37052,34852,2528,1011,692,802,2781,2241,2016,3029,3475,10426,33127,4327,5619,7000,10017,6123,13137,71904
34.0,703.0,69.1,1174.0,3445.0,5021.0,16.0,37.0,53.0,22.503571428928574,18.161538461538463,10.511111111111113,5239,0,42.3,232.0,13831.0,178.0,860,13381,64,95,7,490,4294,70,9221,7363,6878,425,371,126,71,630,508,398,632,685,1895,6278,792,1659,1417,2023,1144,2473,14241
0.0,0.0,52.75,1959.0,6087.0,8370.0,28.0,69.0,87.0,22.21428571375,14.476923076923075,9.214814814814815,12050,0,51.9,548.0,33058.0,433.0,1131,32908,56,1454,1,711,130,549,31138,17766,16273,974,658,612,607,1935,1375,1004,1547,2097,3839,15017,1608,1991,4656,3951,1445,5722,34039
0.0,0.0,85.0,305.0,974.0,1228.0,6.0,8.0,10.0,25.636666666666667,26.95,19.951612903225808,1397,7,46.7,113.0,3844.0,21.0,175,3803,19,1422,0,98,24,85,2330,1707,2271,58,32,55,19,174,93,237,100,218,666,1559,272,544,234,827,537,551,3978
182.0,8954.0,41.33587786259542,21188.0,61324.0,79423.0,203.0,476.0,531.0,21.571428571428573,6.261538461538462,4.8769230769230765,100719,327,38.6,11383.0,213300.0,11084.0,26526,209241,7804,27297,68,7390,574,5513,187121,119655,116112,8553,6240,6883,9876,5400,5645,5292,7327,11225,11350,122400,9581,5449,47322,25500,11290,37205,235767
135.0,3721.0,85.74285714285715,4450.0,11783.0,15882.0,82.0,112.0,137.0,21.992857142500004,22.23076923076923,10.962962962962964,16978,23,40.6,1738.0,42357.0,519.0,3567,41047,375,21924,0,1678,499,1494,18644,23831,20783,1044,563,476,282,1924,1692,1347,1601,1764,6202,20758,4545,3905,3853,7596,3486,7101,44614
1704.0,86608.0,34.21440823327616,76232.0,287665.0,391609.0,559.0,1036.0,1311.0,21.646428571142856,7.176923076923076,4.5346153846153845,474749,1407,36.4,79536.0,946336.0,65790.0,110961,980701,80059,220232,470,47440,3413,43422,696626,560624,531038,44106,33367,42576,50589,29498,29310,27994,38286,55103,59723,605844,35709,19898,340548,79383,37180,147343,1091662
0.0,0.0,83.92857142857143,1630.0,4289.0,5862.0,18.0,39.0,52.0,22.392857142857142,19.984615384615385,10.55925925925926,6817,8,48.1,325.0,19264.0,157.0,761,18985,99,9913,31,539,1119,338,7707,10097,9649,496,235,221,227,1018,632,544,724,691,3334,8307,1584,2474,1339,3563,1433,3153,19746
0.0,0.0,92.42857142857144,1000.0,3002.0,3908.0,31.0,50.0,57.0,22.575,24.846153846153847,10.566666666666666,3730,59,46.9,169.0,11558.0,61.0,644,11144,35,5727,0,237,53,320,5416,6188,5600,102,60,41,117,539,491,325,486,526,2550,4544,897,1670,615,1957,676,2107,11788
95.0,3784.0,47.16666666666666,4056.0,12244.0,15101.0,30.0,56.0,78.0,22.28928571389286,13.015384615384615,7.974074074074075,21757,12,32.7,1219.0,53706.0,744.0,2091,53578,649,958,52,1006,278,705,52021,27905,27764,1323,1198,728,1184,2245,1692,1416,1836,2406,7425,29584,1637,2563,10215,4863,2096,6598,55669
245.0,9201.0,78.67901234567901,10367.0,27941.0,42033.0,226.0,381.0,452.0,21.785714285714285,17.453846153846154,8.396296296296295,51841,167,37.6,6514.0,115112.0,2159.0,14944,108841,1473,37614,53,5782,324,1716,76823,63185,60600,4056,1640,1373,1449,5449,4656,4146,4965,5251,15213,59112,10473,7444,12459,18051,8591,22950,123785
87.0,3267.0,75.87272727272727,6105.0,17544.0,23073.0,105.0,253.0,308.0,22.142857142857142,15.961538461538462,9.103703703703705,27286,154,45.1,1692.0,65798.0,851.0,4515,63826,406,2642,219,2000,140,1154,61780,34656,33685,1746,778,922,721,3444,2767,2199,3315,3280,9730,31350,4247,5141,5625,10221,5794,12918,68341
131.0,5497.0,80.92063492063492,8624.0,21412.0,27780.0,151.0,301.0,360.0,21.996428571071423,17.43076923076923,10.61111111111111,32098,166,40.5,3023.0,76793.0,1763.0,8577,73002,516,32464,0,2548,401,4928,40722,43115,38464,2417,1176,966,962,3116,2936,2442,3141,3497,11315,38465,7668,6455,8595,13249,6519,12513,81579
0.0,0.0,75.75862068965517,3698.0,10708.0,15174.0,46.0,107.0,144.0,21.710714285714285,11.923076923076923,8.588888888888889,15350,70,44.4,1531.0,35646.0,412.0,4198,33391,38,1211,22,1227,125,630,34336,18962,18627,963,433,389,663,1825,1519,1146,1627,2058,4624,17614,1680,2966,2560,6534,2463,7945,37589
0.0,0.0,66.9,1468.0,4890.0,6341.0,26.0,51.0,70.0,22.5,17.076923076923077,9.422222222222222,6511,22,47.9,334.0,17390.0,146.0,928,16942,53,114,4,427,99,169,17004,9050,8820,438,382,149,171,927,721,614,896,783,2385,7965,926,1622,1672,2935,910,3211,17870
0.0,0.0,86.0,266.0,594.0,689.0,3.0,10.0,10.0,22.932142856964283,25.13684210526316,17.7,849,10,46.6,23.0,2248.0,0.0,38,2233,52,36,0,12,9,0,2162,1104,1167,119,80,49,29,56,110,97,69,75,374,1132,4,196,275,315,72,372,2271
0.0,0.0,69.08333333333333,1305.0,2959.0,3601.0,31.0,47.0,47.0,22.28214285728572,9.669230769230769,6.503703703703705,4996,102,44.4,166.0,10331.0,95.0,225,10367,80,251,5,391,198,12,9655,5396,5196,606,185,269,194,439,414,350,584,710,1288,5768,232,880,1738,1412,148,1830,10592
0.0,0.0,88.57142857142857,1030.0,1958.0,2288.0,18.0,22.0,23.0,22.921428571071427,25.86923076923077,22.227272727272727,1850,1,31.2,16.0,6812.0,32.0,250,6610,4,15,5,311,3696,35,2794,3389,3471,196,78,59,109,160,143,201,266,231,822,2413,1177,609,457,862,403,1279,6860
0.0,0.0,46.0,53.0,142.0,170.0,0.0,1.0,1.0,30.688571428657145,17.869999999999997,7.6408163265306115,329,0,43.2,11.0,875.0,0.0,0,886,0,0,0,0,0,0,886,413,473,60,17,34,24,22,24,41,55,28,61,466,9,64,130,168,20,132,886
0.0,0.0,59.71428571428572,692.0,1580.0,1887.0,20.0,25.0,26.0,22.782142857107143,16.757142857142856,15.963333333333331,2558,3,44.3,88.0,6245.0,85.0,155,6263,17,41,0,122,256,34,5948,3080,3338,361,219,180,163,239,172,262,342,307,631,3305,209,365,808,799,98,1261,6418
0.0,0.0,64.5,397.0,829.0,932.0,5.0,9.0,9.0,22.92857142842857,23.74736842105263,18.804081632653062,1279,1,41.1,16.0,3063.0,12.0,166,2925,0,0,4,29,26,30,3002,1560,1531,132,100,98,49,108,98,116,160,247,215,1626,113,123,289,519,107,523,3091
0.0,0.0,69.0,225.0,431.0,491.0,1.0,3.0,3.0,27.536666667066665,19.98421052631579,16.59387755102041,884,0,41.1,33.0,2075.0,34.0,15,2127,33,16,0,61,23,8,2001,1013,1129,84,81,94,94,44,87,61,89,160,156,1096,93,96,244,291,48,522,2142
444.0,19084.0,42.39344262295082,14721.0,34783.0,41126.0,186.0,302.0,303.0,21.789285713964286,6.423076923076923,2.623076923076923,45965,110,37.1,1356.0,93096.0,1057.0,2503,93006,739,2250,79,3270,4008,427,84736,47814,47695,4353,3341,3191,2725,2981,2767,3145,4526,5726,7050,52033,2122,3870,19348,9732,1976,17932,95509
831.0,36284.0,46.02459016393443,21583.0,58681.0,71291.0,196.0,332.0,333.0,21.778571428714287,7.253846153846154,6.062962962962962,94209,193,32.6,8618.0,165982.0,5337.0,5042,174895,5850,10887,51,5660,1596,1042,154851,89119,90818,7489,5003,4771,5644,6162,6141,7046,7783,11068,15920,109325,5789,5889,40000,16251,3789,32415,179937
0.0,0.0,79.6,417.0,814.0,975.0,5.0,7.0,7.0,22.928571428142856,24.457894736842103,33.102,1623,2,49.5,22.0,3721.0,26.0,91,3678,0,2,0,51,53,128,3535,1801,1968,150,125,48,146,91,245,169,162,214,428,1908,15,319,441,291,45,882,3769
0.0,0.0,69.0,738.0,1480.0,1794.0,32.0,39.0,39.0,22.789285714678574,22.9375,32.56122448979592,1902,0,42.4,97.0,4747.0,13.0,167,4690,0,33,0,77,91,27,4629,2421,2436,237,146,98,122,203,154,190,203,322,452,2590,130,386,728,556,62,925,4857
0.0,0.0,71.0,169.0,454.0,599.0,2.0,4.0,4.0,24.86896551696552,25.242105263157896,17.014,838,0,48.1,7.0,2282.0,0.0,111,2178,0,57,0,54,25,0,2153,1154,1135,110,67,74,68,117,66,96,102,152,208,1107,32,211,162,297,80,553,2289
0.0,0.0,45.0,367.0,1030.0,1198.0,7.0,8.0,8.0,22.78928571464286,15.85,28.689361702127663,1663,0,40.1,96.0,4235.0,31.0,166,4196,51,72,14,111,388,55,3671,2006,2356,298,129,123,175,134,109,101,171,181,279,2105,78,167,451,781,196,895,4362
0.0,0.0,85.0,459.0,755.0,896.0,6.0,6.0,6.0,22.92500000035714,25.01111111111111,31.926,877,6,42.4,3.0,2257.0,2.0,46,2216,0,0,2,110,124,23,2003,1121,1141,89,26,43,45,122,68,87,101,148,317,1158,74,203,255,314,63,444,2262
0.0,0.0,85.0,407.0,728.0,840.0,12.0,18.0,18.0,22.50357142857143,22.38125,34.13409090909091,1174,11,50.7,19.0,3201.0,42.0,26,3236,36,0,0,28,22,6,3170,1635,1627,119,55,68,66,177,107,124,120,238,472,1544,46,445,326,490,51,585,3262
0.0,0.0,65.0,569.0,982.0,1169.0,19.0,23.0,23.0,22.785714285714285,24.152631578947368,25.57755102040816,1517,0,44.3,16.0,3214.0,1.0,17,3214,2,18,14,70,44,0,3083,1632,1599,189,59,61,148,130,126,112,144,153,361,1771,21,222,483,243,77,762,3231
0.0,0.0,72.0,249.0,475.0,515.0,3.0,4.0,4.0,29.129032258129037,26.13157894736842,13.934,813,0,48.1,0.0,1784.0,12.0,67,1729,0,2,0,112,38,0,1644,933,863,104,48,65,35,112,45,64,81,119,141,1010,16,126,239,190,47,440,1796
281.0,9394.0,53.672413793103445,9844.0,22030.0,27002.0,76.0,125.0,125.0,21.782142857464287,9.169230769230769,6.233333333333333,34658,43,29.9,2488.0,66379.0,1376.0,3160,67083,2001,2683,411,2255,1868,1081,59944,33771,36472,3061,1711,1391,1219,2938,2861,2480,2679,3986,8453,41595,2732,3672,12556,6213,1424,12610,70243
0.0,0.0,89.0,185.0,451.0,556.0,7.0,11.0,11.0,23.893103448586206,28.55625,21.678,792,0,48.2,26.0,2283.0,9.0,16,2302,37,0,1,41,27,0,2212,1146,1172,62,69,43,50,109,89,77,113,146,324,1079,51,217,223,359,19,418,2318
0.0,0.0,82.0,308.0,567.0,678.0,2.0,2.0,2.0,22.928571428535715,26.163157894736845,18.122,948,0,54.4,12.0,2248.0,54.0,36,2278,0,0,0,60,24,0,2230,1162,1152,67,59,39,78,110,100,90,118,116,254,1171,9,139,261,267,22,422,2314
0.0,0.0,77.33333333333333,320.0,820.0,957.0,4.0,8.0,8.0,22.789285714285715,27.78235294117647,21.018,923,4,46.9,18.0,2481.0,11.0,72,2438,0,11,1,101,59,44,2294,1368,1142,73,82,49,61,83,82,68,178,100,317,1211,49,168,195,375,135,575,2510
0.0,0.0,83.0,257.0,503.0,597.0,10.0,13.0,13.0,23.62068965586207,27.594444444444445,30.922,937,11,48.6,15.0,2428.0,25.0,119,2349,6,14,0,17,37,36,2358,1118,1350,124,47,34,33,111,97,63,178,99,337,1141,146,239,222,407,87,473,2468
0.0,0.0,79.5,498.0,984.0,1168.0,17.0,20.0,20.0,22.78214285714285,26.711111111111112,31.866,1644,10,46.8,19.0,4191.0,15.0,91,4134,4,29,0,104,16,19,4053,2058,2167,141,106,144,84,157,130,189,161,318,439,2165,135,323,559,434,213,691,4225
0.0,0.0,84.0,220.0,434.0,557.0,8.0,12.0,12.0,23.20344827586207,31.444444444444443,16.496,656,5,52.7,7.0,1722.0,14.0,18,1725,1,0,0,33,2,12,1695,836,907,46,57,35,30,85,92,43,139,108,177,892,18,160,219,245,19,304,1743
0.0,0.0,69.0,607.0,1297.0,1576.0,22.0,31.0,31.0,22.646428571857143,16.72142857142857,8.085185185185185,2294,0,43.0,29.0,5756.0,40.0,125,5700,20,29,0,52,55,7,5662,2839,2986,220,193,145,144,167,206,188,291,396,612,3011,256,454,708,770,187,1246,5825
0.0,0.0,90.0,324.0,682.0,896.0,7.0,9.0,9.0,22.939285714285717,28.344444444444445,21.43,1083,2,53.9,37.0,2431.0,67.0,76,2459,16,10,0,17,17,56,2419,1263,1272,86,41,42,39,152,116,116,131,201,368,1373,58,359,202,411,72,491,2535
0.0,0.0,37.5,1173.0,3252.0,3650.0,12.0,25.0,25.0,22.78214285714285,10.076923076923077,30.96153846153846,5956,0,30.3,26.0,13430.0,380.0,1259,12577,90,215,0,485,1384,266,11396,6259,7577,625,415,336,375,237,290,259,663,496,782,7198,366,398,1942,2290,493,2391,13836
0.0,0.0,55.125,1217.0,2724.0,3182.0,31.0,49.0,49.0,22.499999999892857,9.9,4.3,3926,2,45.8,102.0,9389.0,40.0,245,9286,12,42,21,235,612,63,8546,4603,4928,510,246,318,212,385,324,344,465,776,792,4678,110,553,1074,1452,274,1892,9531
0.0,0.0,48.75,1073.0,2554.0,2997.0,9.0,24.0,24.0,22.51071428578572,11.6,4.503846153846154,3736,0,45.1,58.0,8252.0,49.0,229,8130,26,56,0,22,296,247,7712,4107,4252,494,433,315,191,184,260,264,213,568,741,4203,298,519,936,1169,175,2065,8359
0.0,0.0,48.85,4951.0,11170.0,13245.0,96.0,142.0,142.0,21.78214285775,7.576923076923077,3.25,16297,11,37.6,193.0,30612.0,313.0,1160,29958,213,385,43,555,1120,480,28322,15253,15865,1602,1116,1151,657,973,1138,998,1319,2041,2507,18021,1075,1521,4810,4422,861,6590,31118
0.0,0.0,59.0,1275.0,3219.0,3882.0,17.0,36.0,37.0,22.7821428575,11.96923076923077,10.410714285714286,4150,0,33.3,167.0,10106.0,75.0,859,9489,54,151,21,273,2996,262,6591,4792,5556,417,285,280,274,392,280,218,397,402,625,5122,407,431,1161,1776,432,2011,10348
0.0,0.0,84.0,447.0,758.0,930.0,13.0,18.0,18.0,22.499999999928573,22.973684210526315,31.26,1167,2,52.2,104.0,2740.0,20.0,108,2756,16,3,0,100,6,85,2654,1408,1456,128,51,38,54,140,98,148,126,191,454,1433,80,297,454,318,63,574,2864
0.0,0.0,51.0,153.0,326.0,378.0,2.0,5.0,5.0,28.031249999875,26.836842105263155,23.442857142857143,732,6,48.0,0.0,1955.0,7.0,73,1889,5,0,12,127,28,0,1790,939,1023,99,55,94,25,57,46,98,34,82,153,877,42,149,180,268,49,386,1962
