fips,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pct_pop_commutes_by_car_truck_van_any,pct_pop_commutes_by_public_transport_any,pct_pop_commutes_by_bicycle,pct_pop_citizenship_non_us,pct_pop_citizenship_us_native,pct_pop_citizenship_us_naturalized,pct_pop_ethnicity_hispanic_latino,pct_pop_race_asian,pct_pop_race_black,pct_pop_race_hawaiian_pacific_islander,pct_pop_race_multiple,pct_pop_race_native_american,pct_pop_race_white,pct_pop_sex_female,pct_pop_sex_male,pct_households_with_annual_income_100000_to_124999,pct_households_with_annual_income_125000_to_149999,pct_households_with_annual_income_150000_to_199999,pct_households_with_annual_income_200000_or_more,pct_households_with_annual_income_30000_to_39999,pct_households_with_annual_income_40000_to_49999,pct_households_with_annual_income_50000_to_59999,pct_households_with_annual_income_60000_to_75499,pct_households_with_annual_income_75000_to_99999,pct_households_with_annual_income_less_than_30000,pct_pop_employment_status_in_labor_force,pct_pop_received_ssi_foodstamps_snap_past_year,pct_pop_works_industry_agriculture_forestry_fishing_hunting_mining,pct_pop_works_industry_armed_forces,pct_pop_works_industry_arts_entertainment_food_services,pct_pop_works_industry_construction,pct_pop_works_industry_educational_healthcare_social_assistance,pct_pop_works_industry_finance_insurance_real_estate,pct_pop_works_industry_information,pct_pop_works_industry_manufacturing,pct_pop_works_industry_other_services,pct_pop_works_industry_professional_scientific_management,pct_pop_works_industry_public_administration,pct_pop_works_industry_retail_trade,pct_pop_works_industry_transportation_warehousing_utilities,pct_pop_works_industry_wholesale_trade,pct_households_with_no_internet_access,pct_pop_veterans,pct_pop_adult_education_bachelors_or_higher,pct_pop_adult_education_high_school,pct_pop_adult_education_less_than_high_school,pct_pop_adult_education_some_college_or_associates,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,pop_commutes_by_bicycle,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force_civilian_unemployed,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,pop_works_industry_agriculture_forestry_fishing_hunting_mining,pop_works_industry_armed_forces,pop_works_industry_arts_entertainment_food_services,pop_works_industry_construction,pop_works_industry_educational_healthcare_social_assistance,pop_works_industry_finance_insurance_real_estate,pop_works_industry_information,pop_works_industry_manufacturing,pop_works_industry_other_services,pop_works_industry_professional_scientific_management,pop_works_industry_public_administration,pop_works_industry_retail_trade,pop_works_industry_transportation_warehousing_utilities,pop_works_industry_wholesale_trade,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_veterans,pop_total
17149,0.0,0.0,0.0,0.0,88.9,1705.0,5001.0,5994.0,53.0,82.0,70.0,22.56785714325,14.16153846153846,8.262962962962964,37.993706,0.083489,0.0,0.269732,0.661486,0.26331,1.303706,0.32111,0.90553,0.687175,1.252328,0.14771,96.480637,50.516987,49.483013,7.238734,4.154682,4.298498,2.956216,10.93001,9.364014,6.935123,10.91403,11.153723,32.05497,45.828784,6.910282,4.161582,0.0,2.594567,2.723011,9.177317,2.645944,0.256888,4.900135,2.22208,1.69546,3.050543,5.047845,2.382634,1.740415,21.093001,7.019459,7.443324,18.868409,4.431315,18.22619,5916,13,0,42.2,42.0,15488.0,41.0,203,50,141,107,195,23,15023,7866,7705,453,260,269,185,684,586,434,683,698,2006,390,7136,1076,648,0,404,424,1429,412,40,763,346,264,475,786,371,271,1320,1159,2938,690,2838,1093,15571
17151,0.0,0.0,0.0,0.0,83.0,288.0,950.0,1220.0,5.0,10.0,9.0,27.07,27.8625,16.736666666666668,24.371558,0.191525,0.0,0.430931,0.0,1.125209,2.992578,0.837922,5.72181,0.0,1.005506,0.0,92.434762,48.264304,51.735695,10.692213,3.275649,3.522868,0.92707,15.760198,7.911001,8.899876,5.067985,11.557478,32.385661,29.231506,4.069907,2.106775,0.0,2.106775,2.370122,8.451041,0.933684,0.0,1.91525,1.053388,0.742159,1.580081,2.992578,2.346181,0.239406,36.402966,12.185779,8.451041,22.52813,3.8305,15.585348,1018,8,0,56.8,18.0,4112.0,47.0,125,35,239,0,42,0,3861,2016,2161,173,53,57,15,255,128,144,82,187,524,83,1221,170,88,0,88,99,353,39,0,80,44,31,66,125,98,10,589,353,941,160,651,509,4177
17153,0.0,0.0,0.0,0.0,96.14285714285714,672.0,1717.0,2002.0,7.0,21.0,24.0,22.64642857178572,23.59230769230769,10.503703703703705,30.144071,0.0,0.0,0.554119,1.18212,0.147765,2.438123,0.110824,30.568895,0.0,3.21389,0.129294,65.736978,51.292944,48.707056,3.414634,2.097561,1.756098,1.268293,12.634146,8.0,5.804878,15.951219,10.195122,38.878049,35.943849,9.604728,2.05024,0.0,2.862948,2.456594,12.319911,0.535648,0.406354,2.161064,0.480236,1.311415,3.047654,2.34577,1.920946,1.034355,44.926829,8.921315,5.319542,18.562985,4.229775,20.539342,1632,0,0,45.5,30.0,5376.0,8.0,132,6,1655,0,174,7,3559,2777,2637,70,43,36,26,259,164,119,327,209,797,127,1946,520,111,0,155,133,667,29,22,117,26,71,165,127,104,56,921,288,1005,229,1112,483,5414
17155,0.0,0.0,0.0,0.0,68.0,425.0,1124.0,1369.0,4.0,11.0,11.0,22.360714286107143,19.3,6.796153846153846,44.283217,0.174825,0.0,0.402098,0.174825,1.311189,5.821678,1.013986,0.576923,0.0,1.136364,0.0,96.048951,49.020979,50.979021,10.143737,8.870637,4.353183,2.422998,8.665298,8.583162,8.090349,13.429158,15.154004,20.287474,51.171329,3.688811,2.01049,0.06993,3.461538,2.797203,9.300699,3.006993,0.874126,8.618881,2.01049,2.534965,1.451049,6.433566,5.20979,0.664336,13.100616,7.814685,9.65035,17.377622,3.409091,20.157343,2533,10,0,47.3,23.0,5622.0,75.0,333,58,33,0,65,0,5494,2804,2916,247,216,106,59,211,209,197,327,369,494,79,2927,211,115,4,198,160,532,172,50,493,115,145,83,368,298,38,319,552,994,195,1153,447,5720
17157,0.0,0.0,0.0,0.0,79.125,3992.0,10398.0,12461.0,90.0,131.0,133.0,22.139285714285712,14.023076923076925,8.455555555555556,37.400306,0.0,0.0,1.132205,0.55672,0.766272,3.227723,0.415976,10.565164,0.006255,1.401182,0.209552,86.460451,43.808839,56.191161,9.213912,5.14651,3.270524,2.697767,9.471238,7.985391,9.90288,10.276417,15.945879,26.089483,43.374097,6.774466,1.882839,0.17202,2.758578,2.54277,8.910643,2.032965,0.381572,6.671254,1.463735,2.129922,3.362212,4.456885,2.999406,0.803803,16.742758,6.930848,6.442936,19.0223,8.582241,19.744785,11958,0,0,42.2,362.0,31366.0,245.0,1032,133,3378,2,448,67,27644,14007,17966,1110,620,394,325,1141,962,1193,1238,1921,3143,608,13868,2166,602,55,882,813,2849,650,122,2133,468,681,1075,1425,959,257,2017,2060,6082,2744,6313,2216,31973
17159,81.0,1218.0,3979.0,202539.0,81.73333333333333,1640.0,5149.0,6087.0,47.0,89.0,77.0,22.710714285535715,14.146153846153847,8.862962962962964,42.437966,0.044651,0.0,0.861134,0.497544,0.657013,1.735026,0.688907,0.637877,0.0,1.760541,0.178606,95.751738,50.896217,49.103783,10.249732,3.263368,4.075379,2.819059,10.877892,9.131301,7.093611,10.54083,15.504826,26.444002,49.422721,7.52695,2.175161,0.0,3.412643,2.64719,10.607897,1.588314,0.26153,7.699177,1.926389,1.805192,1.588314,7.928813,2.90872,1.499011,11.919718,6.908209,11.226638,13.191299,3.176628,21.719717,6653,7,0,42.5,135.0,15439.0,103.0,272,108,100,0,276,28,15011,7979,7698,669,213,266,184,710,596,463,688,1012,1726,366,7748,1180,341,0,535,415,1663,249,41,1207,302,283,249,1243,456,235,778,1760,2068,498,3405,1083,15677
17161,409.0,13274.0,57871.0,1378438.0,75.78947368421052,13264.0,32932.0,40925.0,331.0,516.0,508.0,21.7071428575,14.761538461538462,8.448148148148148,41.496208,0.108543,0.0,4.602909,1.417357,3.244375,13.060133,2.453764,10.490123,0.149859,4.967752,0.435571,78.512756,50.715331,49.284669,9.135908,5.679212,4.862475,3.438547,9.597901,8.350521,9.357005,10.647285,13.176696,25.754451,49.748251,7.164516,0.556719,0.119047,4.19955,3.013284,9.944608,2.497882,0.417364,7.478239,1.876037,3.808097,1.973376,5.411727,3.33331,1.06792,12.147112,6.186931,12.368961,13.514611,5.47195,18.301693,59257,155,0,40.1,6573.0,131595.0,4633.0,18650,3504,14980,214,7094,622,112117,72422,70379,5537,3442,2947,2084,5817,5061,5671,6453,7986,15609,4080,71041,10231,795,170,5997,4303,14201,3567,596,10679,2679,5438,2818,7728,4760,1525,7362,17663,19299,7814,26135,8835,142801
17163,763.0,32451.0,138843.0,3320431.0,73.35532994923858,25874.0,63271.0,66565.0,533.0,786.0,800.0,21.56785714292857,12.330769230769231,9.477777777777776,42.695244,0.141661,0.137833,1.485149,2.902912,1.588906,4.22113,1.443416,29.838506,0.019526,3.835964,0.167697,63.179114,51.707595,48.292405,8.276706,5.872065,6.94536,4.965068,8.87691,8.243255,6.840229,10.197743,12.398811,27.383854,50.92616,7.225119,0.423453,1.345018,4.792753,2.422029,10.551484,2.845865,0.704096,3.859702,2.322483,5.234584,3.122679,5.44095,3.482193,0.863752,15.468647,9.463371,16.208373,13.840328,3.622323,18.82107,111514,370,360,39.1,3879.0,253157.0,4150.0,11025,3770,77934,51,10019,438,165015,135053,126133,8660,6144,7267,5195,9288,8625,7157,10670,12973,28652,7051,133012,18871,1106,3513,12518,6326,27559,7433,1839,10081,6066,13672,8156,14211,9095,2256,16185,42334,36149,9461,49158,24717,261186
17165,68.0,775.0,2505.0,135883.0,87.72413793103448,2352.0,7818.0,10058.0,68.0,116.0,105.0,22.39642857178572,18.253846153846155,9.492592592592594,37.084474,0.050558,0.0,0.244365,0.931114,0.522435,1.761112,0.438171,2.195071,0.240152,3.694965,0.328629,92.761744,51.097535,48.902465,6.213018,3.00789,4.319527,3.372781,9.930966,11.203156,6.439842,9.092702,11.272189,35.147929,45.00948,7.79861,3.261007,0.0,2.645882,1.942279,11.914894,1.44091,0.547714,4.023594,1.832736,1.912787,2.675374,4.583948,2.481567,0.585633,24.74359,6.555719,10.726775,12.706973,5.86897,22.59111,8802,12,0,42.2,58.0,23553.0,124.0,418,104,521,57,877,78,22017,12128,11607,630,305,438,342,1007,1136,653,922,1143,3564,846,10683,1851,774,0,628,461,2828,342,130,955,435,454,635,1088,589,139,2509,2546,3016,1393,5362,1556,23735
17167,871.0,37928.0,229773.0,5272831.0,70.98882681564245,16328.0,54418.0,73374.0,264.0,435.0,431.0,21.789285714214287,13.092307692307692,8.411111111111111,41.891582,0.026536,0.0,1.49467,0.974163,1.553354,2.358609,2.027934,12.726382,0.076035,3.442487,0.130127,81.207167,52.06391,47.93609,10.151856,5.98623,6.573674,5.487972,8.749836,8.416872,7.572568,9.368199,13.873925,23.818867,50.120686,5.729653,0.617974,0.093385,3.944112,2.150406,13.032052,3.568531,0.663901,2.541806,2.245322,4.22988,5.822017,4.905008,2.070799,1.05275,12.701414,6.112889,18.339176,13.107066,3.587922,16.702643,82092,52,0,40.6,2929.0,189990.0,3044.0,4622,3974,24939,149,6746,255,159136,102026,93937,8537,5034,5528,4615,7358,7078,6368,7878,11667,20030,4862,98218,11228,1211,183,7729,4214,25538,6993,1301,4981,4400,8289,11409,9612,4058,2063,10681,35938,25685,7031,32731,11979,195963
17169,0.0,0.0,0.0,0.0,81.33333333333333,683.0,1940.0,2406.0,17.0,29.0,17.0,22.571428571142857,12.86923076923077,8.292592592592591,37.146585,0.115992,0.0,1.029433,0.637959,0.492968,0.855444,0.144991,5.190663,0.0,1.217921,0.028998,93.373931,45.396549,54.603451,6.410256,4.432234,3.882784,2.161172,11.904762,13.516483,7.179487,10.21978,17.509157,22.783883,44.512107,2.319849,3.160795,0.0,2.537335,1.681891,9.583877,1.609395,0.550964,5.437147,1.797883,1.217921,3.407279,4.00174,1.652893,4.088734,13.516483,7.901986,11.932724,16.499927,4.016239,20.661157,2562,8,0,48.0,71.0,6792.0,34.0,59,10,358,0,84,2,6440,3131,3766,175,121,106,59,325,369,196,279,478,622,220,3070,160,218,0,175,116,661,111,38,375,124,84,235,276,114,282,369,823,1138,277,1425,545,6897
17171,0.0,0.0,0.0,0.0,82.5,451.0,1244.0,1499.0,1.0,12.0,14.0,22.64285714239286,18.635714285714283,9.196296296296296,42.713769,0.0,0.0,0.722601,0.200723,0.762746,1.164191,0.44159,0.421517,0.602168,0.843035,0.160578,97.189883,51.164191,48.835809,10.086163,6.234161,5.271161,1.875317,6.741004,13.228586,7.602636,12.062848,13.380639,23.517486,49.056604,5.118426,4.275391,0.0,2.067443,2.448816,12.826174,2.549177,0.662385,6.704135,1.906865,2.12766,2.870333,3.251706,3.010839,1.886792,16.066903,7.828181,11.501405,22.721798,2.48896,14.21116,2128,0,0,45.0,36.0,4908.0,38.0,58,22,21,30,42,8,4842,2549,2433,199,123,104,37,133,261,150,238,264,464,88,2444,255,213,0,103,122,639,127,33,334,95,106,143,162,150,94,317,573,1132,124,708,390,4982
17173,30.0,246.0,1025.0,44097.0,78.92,2170.0,6166.0,7463.0,37.0,85.0,80.0,22.28928571464286,10.66153846153846,8.555555555555555,44.46654,0.106368,0.0,0.351478,0.323729,0.721454,1.114554,0.309855,0.642834,0.046247,1.063682,0.055496,97.849512,50.945752,49.054248,10.056781,4.149378,3.952828,1.910898,8.997598,8.877484,9.860231,12.983184,15.975104,23.236514,50.238172,3.875503,2.19211,0.018499,2.330851,3.524025,11.524765,2.478842,0.369976,7.436526,2.992184,2.266106,1.849882,6.178606,3.315914,1.202423,20.179078,7.080424,8.657448,20.566064,2.062619,17.990103,9615,23,0,45.1,76.0,21391.0,156.0,241,67,139,10,230,12,21158,11016,10607,921,380,362,175,824,813,903,1189,1463,2128,431,10863,838,474,4,504,762,2492,536,80,1608,647,490,400,1336,717,260,1848,1872,4447,446,3890,1531,21623
17175,0.0,0.0,0.0,0.0,85.75,545.0,1508.0,1836.0,23.0,32.0,39.0,21.721428571785715,11.576923076923077,9.103703703703705,39.62544,0.0,0.0,1.038383,0.648989,0.704617,1.965511,0.982755,0.593362,0.0,1.928426,0.0,96.291489,50.806601,49.193399,8.289931,3.559028,4.036458,2.430556,9.201389,9.027778,8.246528,11.197917,15.538194,28.472222,47.339143,5.896533,3.393288,0.037085,1.928426,5.191915,9.14148,2.095309,0.704617,7.824958,2.280734,2.892639,0.778787,5.544224,2.039681,1.260894,17.144097,6.081958,9.753384,18.153161,5.062118,16.169108,2137,0,0,45.1,56.0,5299.0,38.0,106,53,32,0,104,0,5193,2740,2653,191,82,93,56,212,208,190,258,358,656,81,2553,318,183,2,104,280,493,113,38,422,123,156,42,299,110,68,395,526,979,273,872,328,5393
17177,100.0,2699.0,12207.0,594486.0,81.47826086956522,4139.0,11430.0,14385.0,98.0,181.0,178.0,22.071428571035717,12.761538461538462,8.937037037037037,40.364344,0.111899,0.0,0.834769,0.369268,1.246559,4.158181,0.821341,9.558445,0.0,4.413312,0.170087,84.546696,51.650516,48.349484,8.738159,3.758675,3.778937,2.760752,10.004559,9.518261,9.558786,10.668153,11.174713,30.039005,49.42148,8.300696,2.007475,0.528165,2.600542,2.89148,12.275362,2.085804,0.485643,8.343218,3.207036,2.551306,1.018284,4.62592,1.727726,1.11228,15.987032,6.546114,10.558826,14.808764,2.88029,19.830808,18036,50,0,45.5,373.0,43753.0,557.0,1858,367,4271,0,1972,76,37778,23079,21604,1725,742,746,545,1975,1879,1887,2106,2206,5930,1477,22083,3709,897,236,1162,1292,5485,932,217,3728,1433,1140,455,2067,772,497,3156,4718,6617,1287,8861,2925,44683
17179,45.0,1606.0,8244.0,357521.0,66.50561797752809,13735.0,36363.0,44665.0,283.0,514.0,502.0,21.72142857160714,8.069230769230769,8.685185185185185,42.377984,0.025656,0.0,0.919833,0.762126,0.820229,2.415412,1.109233,1.167336,0.021128,1.794392,0.149407,95.403097,50.801364,49.198636,10.769117,6.828157,6.220716,4.9262,8.1949,9.667204,7.737467,11.62472,14.428579,19.602941,49.059038,3.898162,0.847394,0.074703,3.507289,3.069633,11.096103,3.237149,0.372008,6.708219,2.638767,3.517853,1.948326,5.449579,2.585192,1.076786,12.702558,6.38224,14.215538,14.933144,2.794965,19.379131,56161,34,0,41.3,1219.0,130218.0,1087.0,3201,1470,1547,28,2378,198,126432,67324,65200,5815,3687,3359,2660,4425,5220,4178,6277,7791,10585,2722,65015,5166,1123,99,4648,4068,14705,4290,493,8890,3497,4662,2582,7222,3426,1427,6859,18839,19790,3704,25682,8458,132524
17181,0.0,0.0,0.0,0.0,79.75,2211.0,5340.0,6699.0,46.0,74.0,67.0,22.435714285714287,15.538461538461538,9.84074074074074,37.399727,0.041595,0.0,1.170598,0.962624,1.598431,5.276606,0.314933,1.34292,0.190148,3.838612,0.071305,93.48149,49.503833,50.496167,6.179363,4.770292,4.91707,3.17041,10.157053,7.015999,9.643329,10.538676,13.268751,30.339058,43.288371,5.585596,1.414225,0.0,3.339474,2.703666,13.678769,1.265672,0.101016,3.291937,2.020322,2.192644,3.392953,4.486303,2.424386,0.291164,28.959342,7.409828,11.943669,17.499554,4.937905,16.768673,6294,7,0,43.8,197.0,16363.0,269.0,888,53,226,32,646,12,15732,8331,8498,421,325,335,216,692,478,657,718,904,2067,381,7285,940,238,0,562,455,2302,213,17,554,340,369,571,755,408,49,1973,2010,2945,831,2822,1247,16829
17183,103.0,4036.0,19274.0,562947.0,88.4090909090909,8683.0,27831.0,33919.0,138.0,310.0,313.0,21.79285714225,17.361538461538462,9.296296296296296,36.711254,0.073008,0.0,0.953014,0.894347,1.011681,5.157489,0.97257,14.207864,0.0352,2.394921,0.177305,81.718033,50.195557,49.804443,8.406152,3.759714,3.205108,2.105569,11.353303,10.089317,7.454938,10.84384,11.382324,31.399736,43.447539,8.72184,1.06383,0.033897,3.046777,2.285409,9.467564,2.37015,0.27378,6.545943,2.23326,2.514862,1.627034,5.11577,2.548759,1.380632,18.427756,6.300845,7.600647,19.512672,4.707708,17.287234,28159,56,0,40.8,731.0,75197.0,776.0,3956,746,10898,27,1837,136,62681,38502,38202,2607,1166,994,653,3521,3129,2312,3363,3530,9738,1944,33326,6690,816,26,2337,1753,7262,1818,210,5021,1713,1929,1248,3924,1955,1059,5715,5830,14967,3611,13260,4833,76704
17185,0.0,0.0,0.0,0.0,86.78571428571429,1306.0,3697.0,4616.0,17.0,33.0,30.0,22.49642857139286,13.915384615384616,8.955555555555556,42.519754,0.0,0.0,1.255487,0.877963,1.132572,2.238806,1.791045,0.184372,0.0,2.071993,0.043898,95.627744,50.746269,49.253731,8.514644,5.481172,3.033473,3.472803,13.075314,8.033473,5.857741,9.016736,13.702929,29.811715,48.744513,7.111501,2.712906,0.0,3.064091,3.072871,11.360843,1.553995,0.649693,7.717296,2.475856,2.651449,2.221247,3.854258,3.283582,1.264267,16.987448,7.980685,10.728709,12.61633,3.432836,23.696225,4843,0,0,44.3,143.0,11118.0,129.0,255,204,21,0,236,5,10892,5780,5610,407,262,145,166,625,384,280,431,655,1425,244,5552,810,309,0,349,350,1294,177,74,879,282,302,253,439,374,144,812,1222,1437,391,2699,909,11390
17187,0.0,0.0,0.0,0.0,83.9047619047619,1666.0,3978.0,4879.0,49.0,86.0,87.0,22.389285714285712,12.623076923076924,8.325925925925926,39.962311,0.0,0.0,3.003357,2.779577,2.237795,9.757965,1.283788,4.03392,0.0,1.654791,1.042341,87.827572,51.457511,48.542489,6.952423,6.0981,3.770806,3.284725,10.767418,10.178229,8.675799,12.814848,14.494034,22.963618,51.18662,4.993817,2.679465,0.017667,2.785466,1.413344,14.616336,1.666569,0.376892,6.542606,2.261351,2.414463,1.454567,4.416701,3.639362,1.413344,13.094712,6.377716,10.876862,14.310111,5.082151,16.047347,6786,0,0,39.8,510.0,16091.0,380.0,1657,218,685,0,281,177,14914,8738,8243,472,414,256,223,731,691,589,870,984,1559,736,8692,848,455,3,473,240,2482,283,64,1111,384,410,247,750,618,240,889,1847,2430,863,2725,1083,16981
17189,0.0,0.0,0.0,0.0,71.83333333333333,1591.0,3409.0,4000.0,30.0,43.0,36.0,22.14285714292857,8.853846153846153,7.777777777777778,45.528746,0.0,0.0,0.293549,0.859168,0.966564,1.453426,0.780411,0.651536,0.042958,0.988043,0.114556,96.821078,50.368726,49.631274,11.328904,5.398671,6.976744,1.810631,9.601329,7.425249,8.471761,9.468439,18.621262,20.89701,53.404453,4.625188,3.715902,0.0,2.377032,3.536908,9.901912,2.541705,0.200473,8.419847,1.968927,2.906852,3.443832,5.026133,3.50111,1.482065,14.435216,7.739672,11.935276,15.028281,1.88301,22.639078,6359,0,0,44.5,41.0,13791.0,135.0,203,109,91,6,138,16,13523,7035,6932,682,325,420,109,578,447,510,570,1121,1258,391,7459,646,519,0,332,494,1383,355,28,1176,275,406,481,702,489,207,869,1667,2099,263,3162,1081,13967
17191,0.0,0.0,0.0,0.0,85.84210526315789,1694.0,5268.0,6409.0,51.0,84.0,91.0,22.571428571428573,13.884615384615383,8.685185185185185,39.830768,0.018395,0.0,0.594764,1.256975,0.141026,1.569685,0.251395,0.932001,0.0,0.993317,0.122632,97.038445,50.591698,49.408302,7.379814,2.375597,4.090526,1.307281,9.910037,10.72533,9.516446,11.273545,14.197357,29.224065,46.176957,5.003372,4.267582,0.177816,2.072475,1.864001,10.619903,1.422527,0.337237,7.725796,1.600343,2.458765,1.348948,5.162794,3.488871,1.232448,21.773967,5.585873,7.805506,14.94267,5.506162,20.841253,6496,3,0,43.6,97.0,16189.0,23.0,256,41,152,0,162,20,15826,8251,8058,525,169,291,93,705,763,677,802,1010,2079,280,7531,816,696,29,338,304,1732,232,55,1260,261,401,220,842,569,201,1549,1273,2437,898,3399,911,16309
17193,0.0,0.0,0.0,0.0,91.0,1625.0,4391.0,5238.0,35.0,62.0,53.0,22.28571428607143,15.207692307692309,8.044444444444444,40.227538,0.247958,0.0,0.291715,1.29084,0.641774,1.509627,0.211494,0.875146,0.021879,1.247083,0.269837,97.14119,50.96266,49.03734,7.019868,3.791391,3.675497,2.63245,11.490066,9.86755,9.387417,10.149007,11.208609,30.778146,45.967036,6.235414,5.141482,0.0,3.347433,2.136814,9.925613,1.794049,0.751167,6.344807,2.136814,2.311844,1.400233,4.135064,2.42853,0.86056,19.172185,7.577305,9.305718,15.198366,3.208868,22.184947,5516,34,0,44.8,40.0,13584.0,88.0,207,29,120,3,171,37,13320,6988,6724,424,229,222,159,694,596,567,613,677,1859,380,6303,855,705,0,459,293,1361,246,103,870,293,317,192,567,333,118,1158,1276,2084,440,3042,1039,13712
17195,98.0,3690.0,15865.0,1001345.0,76.44262295081967,5981.0,15246.0,18859.0,197.0,272.0,242.0,22.071428571035717,13.061538461538465,8.818518518518518,42.766673,0.030585,0.0,1.813504,1.342137,1.205405,12.250148,0.633287,1.288164,0.152924,3.567638,0.167317,93.179569,50.006297,49.993703,10.217438,5.580194,4.1507,3.14747,10.027987,10.65662,7.724435,10.764263,14.002153,23.728741,49.112139,5.318173,1.261177,0.010795,3.342749,2.320853,10.954788,1.745138,0.528939,9.650433,2.14634,2.882176,2.108558,5.359552,2.828203,1.151431,14.346609,7.192847,10.120001,17.724844,3.46149,18.343738,23771,17,0,43.6,1008.0,53905.0,670.0,6809,352,716,85,1983,93,51792,27795,27788,2373,1296,964,731,2329,2475,1794,2500,3252,5511,1019,27298,2956,701,6,1858,1290,6089,970,294,5364,1193,1602,1172,2979,1572,640,3332,5625,9852,1924,10196,3998,55583
17197,936.0,39478.0,192023.0,4448889.0,42.963800904977376,66220.0,160321.0,209917.0,995.0,1601.0,1660.0,21.571428571142857,6.515384615384615,6.065384615384615,43.922755,0.098158,0.029578,5.111178,1.611851,6.980821,17.71905,5.557747,11.301225,0.078149,4.717531,0.374798,72.022056,50.393357,49.606643,12.393984,9.737731,11.743798,11.020031,5.90202,6.150304,6.235504,9.324211,14.193507,13.298909,53.849767,4.592695,0.203276,0.026533,4.360856,3.326499,11.044883,3.407259,0.904736,5.597329,2.216023,5.337507,1.885881,5.889483,4.421897,1.664627,7.405065,4.011866,19.605367,12.879728,4.106979,16.284667,302937,677,204,38.1,35252.0,606305.0,48147.0,122209,38332,77945,539,32537,2585,496739,347565,342139,28803,22630,27292,25610,13716,14293,14491,21669,32985,30906,18194,371404,31676,1402,183,30077,22943,76177,23500,6240,38605,15284,36813,13007,40620,30498,11481,17209,135219,88832,28326,112316,27670,689704
17199,208.0,7298.0,32682.0,1336091.0,78.67272727272727,6896.0,22443.0,27811.0,135.0,265.0,267.0,22.07142857132143,13.592307692307692,8.71111111111111,39.441797,0.058271,0.0,0.945778,0.67086,0.769472,2.699876,1.196791,3.937008,0.044824,3.065936,0.198718,90.343498,50.177053,49.822947,9.446254,4.524466,4.019759,3.515052,9.854315,9.965279,7.856964,8.952285,13.480331,28.385295,46.927341,5.404234,1.252073,0.141941,3.931031,1.900521,13.087003,3.004677,0.572248,4.291114,1.807886,2.383122,2.49817,5.221952,2.266581,1.274485,17.052654,7.835169,14.137369,14.339076,3.304995,20.666677,26398,39,0,41.0,633.0,65781.0,515.0,1807,801,2635,30,2052,133,60466,33583,33346,2639,1264,1123,982,2753,2784,2195,2501,3766,7930,1644,31408,3617,838,95,2631,1272,8759,2011,383,2872,1210,1595,1672,3495,1517,853,4764,9462,9597,2212,13832,5244,66929
17201,773.0,33910.0,198973.0,6918432.0,78.0813953488372,28502.0,75982.0,97215.0,482.0,844.0,877.0,21.7178571425,13.307692307692308,10.01851851851852,41.709239,0.18968,0.016218,4.653163,1.607347,4.109154,13.090768,2.716872,13.271282,0.012692,4.697587,0.157244,76.774376,51.176688,48.823312,8.429791,5.851358,5.106765,3.911271,10.109875,8.321816,8.547267,10.509813,12.377341,26.834704,50.32912,8.466162,0.207661,0.014103,3.624376,2.656936,9.985369,1.788919,0.582086,10.386236,2.301197,3.895852,1.243852,5.082236,2.580782,1.144076,12.633025,5.65304,11.752781,14.865937,6.003138,18.174062,118302,538,46,39.8,13198.0,258782.0,11655.0,37130,7706,37642,36,13324,446,217759,145155,138480,9759,6774,5912,4528,11704,9634,9895,12167,14329,31066,11097,142751,24013,589,40,10280,7536,28322,5074,1651,29459,6527,11050,3528,14415,7320,3245,14625,33335,42165,17027,51548,16034,283635
